all_dict_len_cds
9	4
12	1
21	1
27	2
30	2
33	1
39	2
42	2
45	1
51	1
54	1
57	2
63	4
66	2
75	6
78	2
81	10
84	1
87	13
90	4
93	9
96	8
99	1
102	8
105	11
108	7
111	5
114	14
117	5
120	20
123	35
126	21
129	12
132	34
135	36
138	22
141	41
144	30
147	25
150	33
153	29
156	48
159	63
162	58
165	73
168	96
171	84
174	63
177	97
180	78
183	74
186	93
189	119
192	123
195	129
198	125
201	89
204	105
207	137
210	134
213	131
216	99
219	108
222	97
225	98
228	116
231	141
234	165
237	135
240	81
243	113
246	150
249	138
252	114
255	193
258	96
261	117
264	214
267	120
270	163
273	157
276	161
279	168
282	143
285	137
288	105
291	127
294	158
297	109
300	168
303	123
306	143
309	138
312	189
315	105
318	188
321	139
324	179
327	181
330	114
333	182
336	137
339	110
342	101
345	95
348	157
351	200
354	154
357	190
360	166
363	93
366	140
369	157
372	166
375	116
378	134
381	215
384	105
387	111
390	118
393	140
396	134
399	139
402	114
405	106
408	156
411	223
414	119
417	113
420	113
423	152
426	232
429	148
432	163
435	113
438	202
441	129
444	159
447	140
450	92
453	131
456	162
459	159
462	239
465	102
468	142
471	156
474	93
477	169
480	143
483	130
486	101
489	88
492	87
495	123
498	97
501	135
504	150
507	126
510	104
513	110
516	101
519	104
522	223
525	113
528	122
531	115
534	135
537	100
540	158
543	114
546	91
549	102
552	124
555	140
558	131
561	156
564	172
567	267
570	218
573	150
576	181
579	144
582	151
585	79
588	125
591	136
594	65
597	154
600	135
603	155
606	167
609	240
612	154
615	152
618	178
621	146
624	207
627	146
630	103
633	115
636	155
639	100
642	135
645	165
648	219
651	113
654	127
657	181
660	111
663	131
666	155
669	169
672	92
675	131
678	126
681	90
684	111
687	113
690	149
693	138
696	85
699	114
702	124
705	109
708	147
711	120
714	100
717	107
720	74
723	96
726	99
729	87
732	119
735	83
738	92
741	97
744	114
747	110
750	133
753	111
756	65
759	82
762	95
765	60
768	100
771	73
774	82
777	85
780	69
783	69
786	178
789	89
792	73
795	112
798	102
801	62
804	88
807	88
810	75
813	105
816	82
819	88
822	88
825	113
828	94
831	87
834	110
837	62
840	87
843	90
846	99
849	105
852	121
855	123
858	58
861	64
864	72
867	83
870	77
873	51
876	109
879	88
882	66
885	96
888	93
891	88
894	63
897	72
900	137
903	133
906	100
909	95
912	80
915	80
918	91
921	77
924	92
927	107
930	138
933	148
936	129
939	179
942	160
945	105
948	136
951	133
954	168
957	80
960	78
963	128
966	82
969	131
972	90
975	60
978	59
981	78
984	74
987	57
990	77
993	102
996	58
999	83
1002	128
1005	108
1008	106
1011	106
1014	67
1017	73
1020	69
1023	87
1026	106
1029	64
1032	179
1035	89
1038	85
1041	89
1044	105
1047	108
1050	78
1053	83
1056	109
1059	130
1062	93
1065	99
1068	71
1071	72
1074	91
1077	92
1080	78
1083	102
1086	98
1089	127
1092	167
1095	73
1098	78
1101	95
1104	127
1107	112
1110	74
1113	94
1116	102
1119	108
1122	172
1125	198
1128	126
1131	212
1134	172
1137	100
1140	81
1143	82
1146	99
1149	139
1152	74
1155	84
1158	104
1161	100
1164	116
1167	64
1170	75
1173	126
1176	84
1179	98
1182	86
1185	117
1188	76
1191	137
1194	105
1197	152
1200	104
1203	89
1206	114
1209	98
1212	137
1215	130
1218	132
1221	130
1224	120
1227	64
1230	97
1233	94
1236	65
1239	86
1242	114
1245	90
1248	84
1251	107
1254	112
1257	141
1260	100
1263	105
1266	99
1269	158
1272	155
1275	106
1278	76
1281	121
1284	134
1287	98
1290	69
1293	114
1296	162
1299	95
1302	113
1305	121
1308	79
1311	139
1314	76
1317	86
1320	122
1323	101
1326	65
1329	104
1332	164
1335	122
1338	102
1341	67
1344	90
1347	64
1350	66
1353	125
1356	169
1359	130
1362	54
1365	89
1368	101
1371	96
1374	64
1377	92
1380	85
1383	111
1386	105
1389	98
1392	94
1395	109
1398	109
1401	57
1404	124
1407	86
1410	98
1413	101
1416	86
1419	134
1422	120
1425	84
1428	98
1431	92
1434	77
1437	50
1440	86
1443	79
1446	77
1449	82
1452	93
1455	57
1458	91
1461	57
1464	107
1467	86
1470	65
1473	130
1476	123
1479	68
1482	86
1485	84
1488	51
1491	94
1494	91
1497	95
1500	106
1503	100
1506	104
1509	73
1512	130
1515	70
1518	67
1521	68
1524	117
1527	66
1530	54
1533	73
1536	107
1539	46
1542	100
1545	110
1548	70
1551	57
1554	89
1557	164
1560	100
1563	102
1566	115
1569	108
1572	76
1575	71
1578	48
1581	68
1584	65
1587	53
1590	84
1593	117
1596	57
1599	83
1602	89
1605	89
1608	90
1611	56
1614	69
1617	64
1620	76
1623	61
1626	134
1629	62
1632	53
1635	87
1638	60
1641	70
1644	59
1647	99
1650	78
1653	102
1656	85
1659	63
1662	75
1665	57
1668	71
1671	70
1674	89
1677	61
1680	87
1683	69
1686	87
1689	59
1692	90
1695	51
1698	40
1701	43
1704	62
1707	58
1710	42
1713	94
1716	86
1719	83
1722	84
1725	75
1728	49
1731	41
1734	54
1737	37
1740	45
1743	31
1746	50
1749	58
1752	61
1755	50
1758	57
1761	76
1764	107
1767	104
1770	62
1773	54
1776	43
1779	65
1782	72
1785	79
1788	36
1791	61
1794	55
1797	68
1800	55
1803	93
1806	46
1809	60
1812	70
1815	97
1818	55
1821	53
1824	75
1827	53
1830	48
1833	54
1836	115
1839	41
1842	48
1845	58
1848	48
1851	76
1854	33
1857	41
1860	59
1863	41
1866	65
1869	40
1872	52
1875	51
1878	66
1881	47
1884	53
1887	54
1890	28
1893	46
1896	71
1899	40
1902	36
1905	46
1908	44
1911	43
1914	65
1917	53
1920	54
1923	69
1926	46
1929	51
1932	51
1935	30
1938	42
1941	40
1944	42
1947	48
1950	31
1953	68
1956	93
1959	102
1962	68
1965	46
1968	27
1971	30
1974	39
1977	33
1980	43
1983	45
1986	94
1989	31
1992	31
1995	57
1998	31
2001	32
2004	43
2007	47
2010	47
2013	22
2016	46
2019	22
2022	59
2025	41
2028	46
2031	60
2034	46
2037	56
2040	52
2043	30
2046	27
2049	19
2052	49
2055	40
2058	58
2061	37
2064	54
2067	30
2070	28
2073	19
2076	22
2079	30
2082	45
2085	48
2088	33
2091	28
2094	30
2097	56
2100	85
2103	25
2106	61
2109	29
2112	55
2115	67
2118	87
2121	67
2124	54
2127	74
2130	66
2133	44
2136	41
2139	49
2142	57
2145	39
2148	47
2151	29
2154	39
2157	35
2160	31
2163	41
2166	35
2169	17
2172	50
2175	35
2178	25
2181	26
2184	34
2187	54
2190	61
2193	35
2196	36
2199	26
2202	23
2205	23
2208	23
2211	24
2214	43
2217	26
2220	25
2223	67
2226	45
2229	26
2232	29
2235	48
2238	48
2241	31
2244	63
2247	45
2250	27
2253	51
2256	63
2259	42
2262	24
2265	30
2268	25
2271	24
2274	24
2277	21
2280	31
2283	30
2286	41
2289	30
2292	31
2295	18
2298	30
2301	61
2304	26
2307	28
2310	29
2313	45
2316	29
2319	39
2322	76
2325	31
2328	26
2331	24
2334	21
2337	27
2340	20
2343	17
2346	36
2349	28
2352	34
2355	18
2358	29
2361	34
2364	48
2367	24
2370	33
2373	19
2376	30
2379	30
2382	29
2385	22
2388	20
2391	39
2394	46
2397	40
2400	49
2403	46
2406	27
2409	21
2412	22
2415	27
2418	34
2421	56
2424	39
2427	35
2430	66
2433	24
2436	39
2439	30
2442	21
2445	21
2448	19
2451	23
2454	23
2457	66
2460	40
2463	35
2466	37
2469	47
2472	26
2475	76
2478	19
2481	31
2484	15
2487	35
2490	29
2493	18
2496	24
2499	16
2502	39
2505	20
2508	40
2511	36
2514	28
2517	44
2520	35
2523	62
2526	35
2529	34
2532	20
2535	31
2538	60
2541	30
2544	30
2547	45
2550	36
2553	27
2556	23
2559	43
2562	67
2565	48
2568	34
2571	36
2574	31
2577	37
2580	23
2583	22
2586	21
2589	25
2592	30
2595	21
2598	28
2601	27
2604	42
2607	39
2610	49
2613	61
2616	24
2619	29
2622	23
2625	25
2628	26
2631	21
2634	25
2637	30
2640	28
2643	26
2646	21
2649	29
2652	28
2655	20
2658	31
2661	28
2664	18
2667	17
2670	63
2673	32
2676	24
2679	18
2682	27
2685	35
2688	32
2691	32
2694	19
2697	45
2700	25
2703	28
2706	64
2709	27
2712	22
2715	13
2718	18
2721	29
2724	32
2727	28
2730	30
2733	36
2736	17
2739	19
2742	24
2745	24
2748	23
2751	27
2754	22
2757	15
2760	28
2763	17
2766	21
2769	24
2772	36
2775	19
2778	30
2781	31
2784	37
2787	15
2790	28
2793	26
2796	26
2799	25
2802	31
2805	38
2808	22
2811	27
2814	32
2817	34
2820	33
2823	23
2826	20
2829	17
2832	18
2835	35
2838	30
2841	19
2844	22
2847	26
2850	36
2853	19
2856	36
2859	26
2862	39
2865	11
2868	21
2871	21
2874	24
2877	18
2880	19
2883	33
2886	29
2889	35
2892	20
2895	22
2898	11
2901	28
2904	19
2907	17
2910	22
2913	31
2916	28
2919	16
2922	45
2925	49
2928	25
2931	32
2934	30
2937	29
2940	31
2943	13
2946	18
2949	23
2952	45
2955	27
2958	37
2961	27
2964	20
2967	19
2970	13
2973	15
2976	14
2979	25
2982	26
2985	15
2988	38
2991	43
2994	32
2997	23
3000	35
3003	38
3006	18
3009	15
3012	30
3015	58
3018	18
3021	12
3024	30
3027	16
3030	19
3033	37
3036	35
3039	40
3042	19
3045	12
3048	21
3051	23
3054	26
3057	36
3060	36
3063	21
3066	17
3069	32
3072	22
3075	31
3078	18
3081	15
3084	21
3087	28
3090	16
3093	32
3096	24
3099	18
3102	15
3105	20
3108	14
3111	19
3114	15
3117	13
3120	15
